,cat,010.SAC,010.SIC,015.SID,070.ToT,105.Lat,105.Lon,100.X,100.Y,185.Vx,185.Vy,210.Ax,210.Ay,060.V,060.G,060.CH,060.spare,060.Mode3A,380.ADR,380.ACID,380.MAH,380.TAS,380.SAS,380.SRC,380.Alt,380.MV,380.AH,380.AM,380.BVR,380.GVR,380.RAN,380.TI,380.spare,380.RoT,380.TAN,380.GS,380.IAS,380.MNO,380.BPS,040.TrkN,080.MON,080.SPI,080.MRH,080.SRC,080.CNF,080.FX,080.SIM,080.TSE,080.TSB,080.FPC,080.AFF,080.STP,080.KOS,080.AMA,080.MD4,080.ME,080.MI,080.MD5,080.CST,080.PSR,080.SSR,080.MDS,080.ADS,080.SUC,080.AAC,080.SDS,080.EMS,080.PFT,080.FPLT,290.SSR,290.MDS,200.TRANSA,200.LONGA,200.VERTA,200.ADF,200.spare,295.MFL,295.MDA,136.MFL,135.QNH,135.CTBA,220.RoC
0,062,230,238,0,42463.0859375,24.814510345458984,54.91018295288086,1038840.5,-88308.5,-102.25,-181.25,1.5,-0.75,0,0,0,0,0553,7405610,SVA567  ,201.7474365234375,416.0,0,0,36000.0,0,0,0,800.0,862.5,1.0,0,0,0.0,209.739990234375,0.11224365234375,305.0,0.632,213.0,3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,6.0,4.0,1,0,1,0,0,6.0,4.75,17800.0,0,17775.0,1350.0
